international_id,helmet_brand,tape_color,pregame_music_genre,locker_room_role,training_pct,uses_tinted_visor,left_skate_first,brings_backup_stick,morning_skate_attended,hydration_pct,pass_drill_success_pct,0x676f6c64656e5f7469707073,video_review_completion_pct,extra_sticks_packed,warmup_laps,bus_seat_number,autographs_signed_week,skate_hollow_inches,avg_shoot_speed,shot_power_score,sleep_hours_before_game,stick_blade_curve_mm,travel_fatigue_score,recovery_balance_minutes,selection_probability
8060,TRUE,white,country,quiet,43.523452,0,0,1,1,98.59,65.47,charlie,76.96,5,2,4,5,0.773,95.66,66.79,7.42,15.38,-7.5,-151,0.243005
8061,Sherwood,black,electronic,hype,56.543548,0,0,1,1,88.57,95.62,kilo,60.62,1,3,19,6,0.629,76.27,43.52,7.06,12.18,-2.77,-103,0.628585
8062,TRUE,red,electronic,quiet,67.191426,0,1,1,1,59.75,63.09,uniform,76.79,1,2,55,2,0.764,74.29,41.15,7.39,7.76,-11.64,-86,0.030812
8063,Bauer,green,metal,mentor,32.237663,1,1,1,0,60.49,25.06,romeo,30.43,4,2,54,3,0.846,75.04,,6.2,5.05,-2.75,-122,0.519606
8064,CCM,blue,electronic,hype,54.485391,0,0,1,1,99.94,67.35,tango,39.48,5,2,42,9,0.378,74.88,41.86,7.41,15.43,-0.43,-41,0.942278
8065,Sherwood,white,rock,mentor,62.226955,0,0,1,0,48.24,79.41,tango,71.65,5,1,28,4,0.687,78.39,46.07,7.77,9.38,-0.51,-59,0.947147
8066,CCM,black,hip hop,joker,60.522288,0,0,1,0,88.54,73.5,oscar,57.44,5,6,14,3,0.632,86.08,55.3,6.11,8.75,-4.8,-65,0.680634
8067,TRUE,white,country,quiet,58.414648,0,0,1,1,52.32,33.75,alpha,83.04,0,3,1,1,0.728,91.63,61.96,8.48,9.02,-4.94,-92,0.283764
8068,CCM,black,country,hype,48.234165,0,1,1,1,93.25,60.45,zulu,35.72,0,3,37,8,0.861,96.08,67.3,8.1,7.38,-1.31,-117,0.205669
8069,CCM,black,metal,planner,62.029425,0,1,1,0,80.39,86.03,sierra,13.7,2,1,54,5,0.458,72.34,38.81,8.21,16.09,-1,-80,0.835153
8070,CCM,white,metal,quiet,57.633172,1,1,1,0,62.96,94.48,victor,60.92,4,2,9,2,0.741,86.89,56.27,7.63,15.64,-4.51,-107,0.909137
8071,TRUE,white,rock,planner,57.780203,0,1,0,1,49.79,47.95,uniform,25.07,5,7,19,7,0.992,75.38,42.46,5.57,16.57,-0.85,-37,0.027021
8072,Bauer,white,pop,hype,59.255206,1,0,1,1,60.37,42.48,golf,65.14,1,5,36,5,0.897,87.56,57.07,6.82,6.34,-2.46,-45,0.973723
8073,CCM,white,pop,quiet,64.243202,0,1,1,1,55.65,69.05,hotel,27.22,1,5,33,4,0.407,81.55,49.86,8.87,10.95,-1.15,-139,0.617059
8074,TRUE,black,metal,joker,43.989373,0,1,1,1,48.96,68.35,juliett,69.47,2,8,29,8,0.714,74.32,41.18,8.86,16.25,-2.59,-91,0.284081
8075,TRUE,white,country,planner,46.157307,0,1,1,1,84.43,50.48,papa,62.82,2,8,26,6,0.421,87.11,56.53,6.62,12.7,-2.05,-158,0.327827
8076,TRUE,black,country,joker,74.003193,0,0,1,1,88.88,84.47,echo,80.44,3,8,50,3,0.598,84.1,,6.02,16.23,-3.48,-124,0.799656
8077,Bauer,white,rock,mentor,60.672002,0,1,1,0,49.35,62.92,foxtrot,91.06,0,8,53,3,0.973,81.05,49.26,5.7,5.59,-1.35,-64,0.514613
8078,Warrior,white,country,quiet,69.381883,0,0,1,0,51.17,81.57,charlie,87.85,5,8,50,5,0.924,76.16,43.39,6.36,10.28,-6.88,-87,0.673738
8079,CCM,white,hip hop,joker,84.811865,0,1,0,1,55.63,48.71,tango,79.41,4,2,48,4,0.406,77.47,,9.47,11.88,-2.19,-81,0.937968
8080,Sherwood,red,hip hop,hype,55.357467,1,0,1,1,75.83,76.01,golf,40.31,1,6,17,5,0.403,75.88,43.06,8.63,17.46,-2.21,-32,0.394206
8081,CCM,blue,rock,planner,46.925839,0,1,1,0,59.6,23.17,bravo,47.63,2,4,24,7,0.649,72.47,38.96,7.21,14.83,-1.74,-29,0.588347
8082,Sherwood,blue,country,quiet,68.737809,1,1,0,0,73.46,51.91,echo,63.28,0,4,20,7,0.721,84.56,53.47,6.21,16.96,-2.28,-161,0.821791
8083,Bauer,white,pop,hype,68.234042,0,0,1,0,99.33,77.59,golf,36.52,1,5,29,5,0.674,83.42,52.1,7.43,6.15,-1.28,-6,0.783138
8084,TRUE,red,rock,joker,59.516343,1,1,1,1,62.53,45.29,golf,26.87,1,1,44,8,0.754,82.8,51.36,9.12,11.32,-1.72,-112,0.523762
8085,CCM,white,pop,quiet,67.239347,0,1,1,1,52.73,80.46,foxtrot,73.99,3,8,38,7,0.667,85.66,54.79,7.25,4.05,-1.73,-69,0.898041
8086,CCM,black,metal,hype,32.601443,0,1,1,1,45.25,65.19,golf,43.52,2,2,20,3,0.571,80.12,48.14,7.2,14.49,-3.34,-98,0.531189
8087,TRUE,white,metal,mentor,,0,0,1,1,67.64,59.28,oscar,79.46,2,4,8,1,0.64,78.26,45.91,7.26,15.05,-2.16,-113,0.873431
8088,Bauer,white,pop,hype,68.799431,1,0,1,1,72.29,63.7,juliett,36.96,5,1,54,7,0.4,85.87,,7.73,13.98,-1.95,-117,0.417211
8089,Bauer,red,pop,planner,43.36506,0,1,1,1,54.4,76.08,xray,49.02,2,8,16,1,0.561,78.84,46.61,8.91,14.59,-3.62,-104,0.71511
8090,Bauer,white,rock,quiet,67.075438,0,0,1,0,69.9,87.33,lima,51.22,4,4,22,2,0.377,83.92,52.7,7.18,16.17,-2.67,-79,0.017873
8091,CCM,black,pop,quiet,54.705175,1,1,1,1,91.23,60.02,yankee,20.13,5,5,44,6,0.804,77.08,44.5,9.35,16.19,-5.68,-136,0.98889
8092,Warrior,white,country,quiet,,0,1,1,1,66.14,69.4,alpha,49.52,1,5,17,5,0.505,76.32,43.58,8.87,5.56,-3.38,-75,0.942709
8093,Sherwood,white,electronic,hype,65.71184,0,1,1,0,78.23,64.65,yankee,63.24,0,6,12,4,0.976,80.06,48.07,7.94,4.87,-3.91,-61,0.970999
8094,TRUE,white,metal,quiet,,0,0,0,1,78.45,89.2,victor,52.12,4,1,16,3,0.935,65.66,30.79,8.43,16.87,-0.49,-68,0.065375
8095,Warrior,black,rock,planner,60.772099,0,0,1,1,67.77,51.94,bravo,58.12,5,2,6,3,0.711,73.06,39.67,9.08,15.18,-1.09,-47,0.57883
8096,CCM,black,pop,hype,49.257819,0,0,1,1,60.76,47.02,alpha,70.92,5,1,41,6,0.791,88.98,58.78,7.95,7.9,-0.56,-149,0.318606
8097,CCM,green,electronic,quiet,70.662982,0,1,1,0,81.75,82.18,uniform,83.03,4,1,49,7,0.751,90.03,60.04,7.52,17.5,-0.62,-77,0.034971
8098,CCM,white,pop,quiet,58.941359,0,0,1,1,62.88,72.85,hotel,37.8,3,4,52,8,0.622,85.35,54.42,5.83,9.92,-3.8,-136,0.869656
8099,TRUE,red,rock,joker,42.933229,0,1,1,1,91.93,43.44,november,32.04,4,5,55,7,0.564,65.87,31.04,7.27,6.8,-3.27,-110,0.654326
8100,CCM,green,rock,joker,64.682084,0,0,1,1,79.54,55.01,kilo,39.37,1,7,46,7,0.883,78.6,46.32,8.27,5.83,-5.32,-51,0.620683
8101,CCM,blue,metal,mentor,79.307792,0,0,1,0,46.1,37.21,tango,49.3,5,7,17,7,0.607,75.14,42.17,9,13.53,-5.28,-67,0.95081
8102,TRUE,white,country,quiet,57.223948,0,0,1,1,48.53,43.75,yankee,36.65,4,3,14,3,0.86,82.16,50.59,8.32,10.2,-2.51,-77,0.998407
8103,TRUE,black,electronic,planner,59.482142,1,0,1,1,61.35,36.14,delta,40.92,1,6,38,1,0.695,84.79,53.75,6.5,14.31,-5.01,-127,0.310381
8104,Warrior,blue,pop,quiet,28.56829,0,1,1,1,67.45,68.15,mike,87.85,1,2,53,6,0.392,73.84,,6.7,7.08,-0.9,-133,0.186688
8105,Warrior,white,pop,planner,59.790379,0,0,0,1,56.48,82.06,mike,68.51,1,1,7,5,0.812,84.28,53.14,5.59,14.67,-3.28,-110,0.06006
8106,CCM,black,electronic,joker,50.025179,0,1,1,0,96.16,53.37,xray,57.89,5,2,20,8,0.81,78.91,46.69,6.85,17.05,-4.72,-165,0.930715
8107,TRUE,blue,metal,planner,73.692391,0,1,1,1,50.78,48.74,alpha,44.24,3,7,4,3,0.613,71.31,37.57,8.88,4.52,-1.85,-120,0.937809
8108,TRUE,white,metal,quiet,71.546469,0,1,1,1,75.5,87.26,november,55,2,7,42,5,0.682,80.82,,6.9,12.72,-0.76,-64,0.526168
8109,CCM,blue,electronic,planner,35.548536,0,0,1,1,84.04,25.68,mike,22.68,5,8,21,7,0.793,80.22,48.26,8.11,5.73,-2.72,-126,0.755866
8110,CCM,white,electronic,planner,73.857122,1,1,1,1,67.95,48.91,uniform,37.25,4,5,28,8,0.76,76.71,44.05,7.71,4.76,-0.65,-13,0.007898
8111,Bauer,white,hip hop,mentor,82.078028,1,1,0,1,82.33,60.73,hotel,60.02,4,8,4,6,0.685,79.32,47.18,6.49,9.09,-1.29,-58,0.861239
8112,CCM,black,hip hop,hype,44.134418,0,1,1,0,88.11,37.96,lima,60.58,5,6,18,5,0.413,84.64,53.57,8.93,9.35,-0.7,-82,0.263144
8113,CCM,black,hip hop,planner,38.230485,0,0,1,1,52.54,42.6,quebec,67.46,3,6,20,3,0.803,88.94,,7.36,11.77,-1.94,-121,0.753665
8114,Warrior,white,rock,mentor,63.526443,0,0,1,1,61.63,91.67,kilo,15.47,2,6,42,2,0.756,69.79,35.75,7.67,4.67,-1.85,-116,0.619734
8115,Bauer,white,pop,hype,55.475662,0,1,1,0,66.16,80.33,india,32.8,5,6,47,9,0.469,86.12,,6.45,11.88,-3.36,-82,0.095344
8116,Warrior,white,rock,hype,66.635064,0,0,0,1,78.43,60.59,delta,10.23,1,8,40,4,0.628,80.56,48.67,6.85,9.18,-0.55,-166,0.074978
8117,TRUE,black,hip hop,quiet,82.636985,0,1,1,0,78.15,44.11,uniform,75.65,2,7,3,4,0.605,73.16,39.79,7.13,17.42,-4.85,-111,0.997884
8118,Warrior,blue,electronic,joker,56.884911,1,1,1,1,46.99,73.5,oscar,65.25,0,5,12,4,0.9,82.62,,6.66,11.58,-0.7,-91,0.795299
8119,CCM,blue,electronic,hype,51.918799,0,0,1,0,92.18,16.86,golf,24.7,4,4,47,4,0.788,79.05,46.86,8.88,8.85,-4.2,-67,0.349899
8120,Sherwood,black,pop,joker,63.671832,0,0,1,1,51.46,50.98,yankee,13.07,4,5,14,4,0.97,65.71,30.85,7.44,8,-2,-107,0.982731
8121,Warrior,white,country,planner,42.601644,0,0,1,1,84.4,64.47,juliett,65.6,5,3,49,9,0.806,81.22,,7.58,13.2,-2.06,-18,0.291576
8122,TRUE,black,rock,planner,41.910229,0,1,1,1,52.11,72.28,mike,34.61,4,4,16,2,0.963,70.13,,7.2,6.59,-3.34,-38,0.152116
8123,Bauer,black,electronic,joker,59.84432,0,0,1,0,58.17,75.9,zulu,90.13,3,2,12,3,0.71,73.38,40.06,8.97,4.08,-0.81,-14,0.209521
8124,Bauer,black,pop,quiet,69.22716,0,0,0,1,99.96,75.77,echo,26.16,5,4,45,5,0.762,72.76,39.31,6.66,9.59,-4.56,-14,0.811071
8125,Sherwood,black,hip hop,quiet,65.850847,0,1,0,1,69.83,67.05,xray,45.57,4,6,38,7,0.554,82.84,51.41,7.68,12.3,-5.92,-97,0.98792
8126,Sherwood,white,rock,hype,58.066595,0,0,1,1,80.25,66.74,november,34.2,2,1,30,3,0.488,73.79,,8.8,15.87,-2.16,-88,0.147841
8127,Bauer,black,electronic,joker,35.923484,0,0,0,1,82.86,87.94,zulu,19.84,4,2,2,3,0.921,81.25,49.5,7.96,16.62,-1.57,-125,0.215065
8128,Sherwood,black,electronic,quiet,29.653059,0,0,0,0,45.26,33.77,victor,32.28,1,3,9,9,0.643,91.2,61.44,9.38,9.65,-3.56,-100,0.336858
8129,Warrior,white,electronic,hype,60.028555,0,1,1,1,98.9,73.78,mike,74.24,5,1,33,7,0.765,86.6,55.92,7.87,5.41,-0.45,-82,0.176505
8130,Bauer,blue,country,joker,38.309792,0,0,1,0,50.92,75.4,delta,28.54,0,1,17,2,0.726,81.73,50.08,8.08,17.8,-2.48,-178,0.702614
8131,Bauer,white,country,planner,49.781564,0,0,1,1,86.24,34.38,charlie,35.68,1,3,42,7,0.809,79.76,47.71,6.12,17.56,-1.98,-120,0.158726
8132,Warrior,black,electronic,joker,56.415247,0,1,1,0,82.38,70.01,november,27.41,3,3,30,4,0.983,80.58,48.7,7.23,9,-1.02,-94,0.082742
8133,Bauer,white,electronic,hype,49.071328,0,1,1,1,62.6,64.73,xray,92.88,0,2,11,4,0.537,99.17,71,7.89,13,-5.5,-35,0.287709
8134,Warrior,blue,metal,hype,23.860808,1,0,1,1,99.71,61.16,golf,87.45,3,5,15,3,0.384,85.98,55.18,5.83,14.89,-0.81,-153,0.767378
8135,TRUE,white,pop,planner,37.457207,1,0,1,1,54.31,52.81,foxtrot,52.73,4,5,41,5,0.877,87.51,57.01,8.29,11.85,-0.32,-68,0.711395
8136,CCM,red,hip hop,hype,44.739603,0,1,1,1,82.12,58.71,bravo,66.18,2,7,49,4,0.925,90.1,,7.9,10.24,-1.33,-160,0.576816
8137,TRUE,black,hip hop,hype,42.048477,0,0,1,1,46.73,62.77,delta,65.32,5,8,25,4,0.564,78.17,45.8,7.14,12.27,-3.26,-80,0.561283
8138,Warrior,black,country,planner,40.969185,0,0,1,1,66.57,38.03,lima,68.04,5,3,11,5,0.44,93.39,64.07,7.72,9.62,-0.14,-110,0.268547
8139,CCM,white,country,hype,38.480024,0,0,1,0,89.42,61.43,yankee,44.32,4,4,20,3,0.862,82.37,50.84,8.39,7.81,-5.65,-143,0.130127
8140,CCM,black,country,quiet,36.13899,0,1,1,1,91.51,90.08,victor,43.96,4,7,21,7,0.58,88.28,57.94,6.74,6.46,-6.72,-56,0.91768
8141,Warrior,black,pop,quiet,53.685425,0,0,1,0,93.18,79.58,charlie,31.57,0,8,34,4,0.626,80.72,48.86,6.68,11.55,-2.65,-31,0.260218
8142,Sherwood,red,electronic,planner,66.814838,1,1,1,1,60.74,67.26,echo,91.97,1,8,53,5,0.521,75.73,42.88,7.4,4.49,-2.28,-46,0.815632
8143,Bauer,white,hip hop,hype,29.333588,0,1,1,1,51.11,75.9,papa,33.8,3,5,47,3,0.999,81.43,49.72,7.82,15.55,-1.85,-47,0.324425
8144,Bauer,red,rock,joker,53.541125,0,1,1,1,47.13,83.8,juliett,85.06,4,2,47,5,0.481,82.79,51.35,7.11,10.56,-0.67,-76,0.410365
8145,Warrior,green,hip hop,planner,26.422944,0,1,1,1,62.84,63.02,quebec,98.08,5,5,26,5,0.73,88.51,58.21,8.24,13.35,-2.32,-126,0.735124
8146,Sherwood,black,metal,joker,73.802613,0,0,1,1,61.35,46.02,quebec,84.42,3,2,22,3,0.664,87.5,57,7.01,9.78,-3.6,-73,0.098071
8147,CCM,green,country,hype,63.990731,0,1,1,0,58.78,61.86,juliett,79.67,0,1,8,8,0.717,79.43,47.32,9.88,6.53,-2.16,-28,0.087642
8148,CCM,white,metal,planner,45.917796,0,1,1,0,45.45,39.76,kilo,80.88,3,4,34,3,0.624,88.73,58.48,8.73,12.68,-7.97,-50,0.922802
8149,Sherwood,blue,country,mentor,38.246967,0,1,0,1,73.94,92.91,zulu,52.38,0,3,5,5,0.957,84.75,,5.44,17.97,-2.67,-93,0.20474
8150,Bauer,black,metal,quiet,84.915629,0,0,1,1,47.68,55.06,sierra,15.83,2,7,38,9,0.851,79.86,47.83,7.17,9.58,-3.26,-105,0.59934
8151,CCM,black,metal,mentor,38.234418,1,1,1,0,67.27,71.41,sierra,62.01,0,2,25,7,0.711,75.57,42.68,9.17,17.26,-2.99,-155,0.469102
8152,CCM,white,hip hop,quiet,41.967671,0,0,1,1,48.62,70.2,november,82.73,4,6,12,4,0.6,72.59,39.11,7.66,7.84,-1.93,-91,0.16043
8153,CCM,black,pop,quiet,66.689002,0,1,1,0,48.11,52.16,lima,54.92,5,8,16,4,0.96,74.58,41.5,5.83,13.19,-2.98,-32,0.956094
8154,Bauer,white,rock,joker,35.849266,0,1,1,1,96.47,57.09,alpha,83.27,4,2,4,5,0.41,76.88,44.26,8.09,17.62,-2.07,-25,0.420221
8155,CCM,red,hip hop,mentor,41.463505,0,1,1,1,84.19,69.39,oscar,93.82,0,5,20,4,0.75,85.31,,6.04,7.69,-0.45,-144,0.021298
8156,Warrior,green,electronic,joker,50.494452,0,1,0,1,78.16,59.06,alpha,53.83,4,6,1,1,0.659,82.9,51.48,6.83,17.69,-1.74,-112,0.949868
8157,Bauer,black,rock,quiet,45.607078,0,1,1,1,72.98,52.95,victor,32.56,1,2,14,7,0.889,84.37,53.24,6.39,16.23,-4.55,-79,0.707873
8158,CCM,white,rock,quiet,58.735879,0,1,1,1,99.72,86.09,yankee,51.46,4,6,37,3,0.77,94.88,65.86,9.53,4.75,-0.11,-94,0.795886
8159,CCM,black,hip hop,joker,62.638124,0,0,0,0,95.75,49.07,november,46.35,0,2,11,5,0.655,80.64,48.77,5.69,15.18,-7.85,-13,0.135734
8160,Bauer,black,hip hop,mentor,55.189012,0,1,0,0,68.09,54.59,lima,48.1,2,2,20,4,0.989,92.7,63.24,7.99,5.44,-1.19,-165,0.248054
8161,Sherwood,black,electronic,planner,27.264846,0,0,1,1,56.66,39.83,victor,88.18,5,6,39,6,0.59,82.9,51.48,8.36,11.79,-1.27,-172,0.711768
8162,CCM,white,country,joker,46.083501,0,1,1,1,85.21,75.51,kilo,66.86,2,3,53,7,0.453,70.66,36.79,5.13,6.88,-2.19,-113,0.43488
8163,CCM,black,rock,hype,26.786538,0,1,0,1,92.39,74.04,zulu,58.86,2,6,43,8,0.509,83.95,52.74,8.19,11.32,-5.22,-69,0.230749
8164,CCM,black,country,planner,61.292841,0,1,1,1,52.2,77.11,kilo,49.41,4,3,13,4,0.472,84.34,53.21,8.24,7.45,-7.75,-51,0.975318
8165,Bauer,black,hip hop,mentor,52.414868,0,0,0,1,46.34,35.68,hotel,83.96,1,1,54,2,0.377,83.91,52.69,6.16,7.94,-3.23,-172,0.865667
8166,CCM,black,pop,joker,48.632812,0,0,1,1,50.03,44.43,papa,50.29,5,4,30,3,0.821,78.7,46.44,5.69,13.15,-2.78,-14,0.209969
8167,Bauer,black,pop,planner,38.913725,0,1,1,1,79.67,77.69,bravo,53.44,5,3,41,5,0.931,76.48,43.78,7.23,15.95,-2.15,-129,0.543762
8168,Warrior,white,country,quiet,57.891208,0,1,1,1,72.76,80.69,uniform,48.57,4,6,45,6,0.649,76.16,43.39,7.11,9.76,-2.73,-94,0.025947
8169,Bauer,white,country,planner,29.543727,0,0,0,0,97.8,69.61,alpha,58.05,4,2,33,6,0.972,93.66,64.39,8.81,9.93,-0.93,-49,0.290415
8170,TRUE,red,electronic,joker,57.256072,0,1,1,1,96.45,79.76,uniform,23.83,0,7,8,4,0.572,89.81,59.77,6.04,4.88,-2.89,-62,0.034563
8171,TRUE,black,rock,quiet,82.703377,0,1,1,1,67.63,29.11,delta,77.89,5,6,19,4,0.854,79.54,47.45,6.88,10.24,-1.4,-40,0.088439
8172,Sherwood,black,country,planner,43.365827,0,1,0,1,48.95,58.76,whiskey,62.32,3,5,34,4,0.965,80.74,,6.7,7.69,-0.61,-137,0.428263
8173,TRUE,white,rock,joker,38.931982,0,1,1,0,62.7,52.93,xray,18.55,3,8,5,2,0.553,86.33,55.6,7.71,10.74,-1.39,-103,0.676388
8174,Warrior,white,metal,planner,39.158932,1,1,1,1,85.98,73.53,sierra,67.41,5,6,5,4,0.638,78.15,45.78,7.8,5.52,-3.47,-66,0.4509
8175,Bauer,red,electronic,planner,17.839465,0,1,0,1,58.16,67.85,tango,46.15,4,8,20,5,0.994,78.23,45.88,6.29,7.37,-2.42,-167,0.691322
8176,Bauer,white,country,planner,31.944206,0,1,1,1,46.21,73.85,sierra,36.35,0,8,40,6,0.402,75.04,42.05,8.27,17.23,-5.55,-167,0.47017
8177,Bauer,red,rock,joker,60.189634,0,0,1,0,55.87,53.66,mike,72.2,3,5,30,2,0.545,78.97,46.76,5.59,16.85,-3.86,-88,0.560946
8178,TRUE,black,electronic,hype,24.974762,0,0,0,1,84.18,85.96,victor,43.36,2,5,43,4,0.966,86.86,56.23,8.31,7.31,-0.47,-171,0.312024
8179,TRUE,green,hip hop,mentor,66.400882,1,1,1,0,82.91,74.39,kilo,35.9,5,7,1,5,0.977,71.75,38.1,7.91,4.53,-1.83,-55,0.842534
8180,Bauer,white,country,quiet,65.646911,0,0,1,1,70.39,82.76,uniform,50.25,4,2,4,6,0.49,76.88,,6.39,5.5,-2.42,-81,0.080122
8181,Bauer,red,hip hop,mentor,43.499917,0,1,1,1,68.81,62.7,golf,35.21,4,8,6,2,0.947,81.08,49.3,6.53,15.5,-1.31,-43,0.918825
8182,Bauer,black,hip hop,mentor,57.595928,1,0,1,1,60.97,42.65,charlie,42.45,5,5,48,4,0.817,85.79,54.95,7.51,16.94,-3.53,-175,0.662142
8183,Sherwood,black,electronic,joker,54.361362,0,0,0,1,66.08,33.35,lima,52.45,1,7,30,1,0.45,75.31,42.37,5.44,8.47,-2.46,-54,0.107799
8184,Bauer,white,country,joker,67.385715,0,0,1,1,65.29,30.98,tango,81.37,5,7,38,6,0.744,72.73,39.28,7.24,12.29,-0.42,-108,0.944668
8185,TRUE,black,country,planner,41.54584,0,0,1,1,53.14,85.88,victor,42.99,2,5,15,6,0.851,82.52,51.02,7.53,12.63,-1.44,-145,0.928462
8186,TRUE,white,hip hop,hype,34.787713,0,0,1,1,65.73,48.94,victor,47.38,3,1,44,6,0.737,86.25,55.5,7.38,10.79,-2.69,-5,0.180917
8187,TRUE,black,pop,hype,49.012892,0,1,1,1,62.09,30.99,xray,8.76,1,6,27,5,0.923,86.31,55.57,8.32,9.76,-1.22,-104,0.67659
8188,Warrior,white,rock,mentor,70.818849,0,1,1,1,81.51,39.48,golf,69.71,5,2,29,5,0.964,85.46,54.55,8,13.14,-5,-53,0.814226
8189,Bauer,blue,electronic,planner,58.707279,0,1,1,1,58.14,83.47,bravo,33.89,5,1,21,3,0.936,83.14,51.77,8.84,12.08,-2.51,-158,0.576418
8190,Bauer,white,metal,mentor,5.999304,0,1,0,1,72.39,57.97,quebec,87.71,1,7,40,5,0.813,90.91,,8.83,10.56,-7.38,-123,0.692683
8191,Sherwood,blue,country,joker,63.117288,0,1,0,0,87.95,58.84,hotel,47.63,4,3,21,5,0.553,67.64,33.17,8.04,6.1,-0.2,-79,0.014745
8192,CCM,black,rock,quiet,21.480292,0,0,0,1,49.08,62.07,lima,72.66,1,8,43,7,0.435,88.05,57.66,7.6,11.9,-1.54,-5,0.304238
8193,Warrior,white,country,joker,35.315383,0,1,1,1,58.8,57.85,november,29.72,5,4,44,10,0.84,79.28,47.14,5.31,9.72,-4.98,-85,0.157312
8194,CCM,white,pop,quiet,58.871849,1,1,0,1,85.5,62.65,india,48.13,2,2,44,5,0.576,70.96,37.15,7.47,17.1,-3.55,-5,0.018414
8195,CCM,white,hip hop,mentor,61.22126,0,0,1,1,80.11,72.72,romeo,52.86,1,8,23,7,0.911,77.58,45.1,6.05,4.93,-2.68,-153,0.100875
8196,Warrior,white,hip hop,hype,55.593084,1,0,1,1,45.81,84.49,victor,50.57,1,2,36,7,0.776,89.89,59.87,7.34,13.56,-3.26,-75,0.925358
8197,TRUE,white,hip hop,hype,65.971011,1,1,0,0,65.37,61.62,tango,31.72,3,2,21,4,0.765,84.23,53.08,4.81,12.51,-1.35,-19,0.96572
8198,Bauer,white,pop,hype,40.665802,0,1,1,1,70.9,74,foxtrot,83.8,4,2,20,2,0.445,77.43,44.92,8.27,16.2,-3.57,-83,0.885568
8199,Bauer,black,pop,mentor,35.03388,0,1,1,1,66.69,51.42,lima,63.05,1,1,37,4,0.989,90.21,,8.92,15.29,-2.15,-166,0.240952
8200,Bauer,white,country,joker,41.495517,0,0,1,1,78.61,68.9,whiskey,25.8,0,3,41,7,0.824,96.29,67.55,7.37,9.09,-0.55,-155,0.350592
8201,Sherwood,black,hip hop,hype,21.230058,0,1,1,1,64.63,85.57,juliett,28.09,4,3,42,4,0.745,92.48,62.98,6.58,5.06,-1.8,-25,0.169746
8202,Warrior,black,rock,hype,49.345261,1,0,0,0,50.6,74.99,foxtrot,78.93,3,8,1,6,0.56,59.78,,7.09,14.07,-1.03,-143,0.662751
8203,Warrior,black,rock,joker,68.12124,0,0,1,1,47.19,58.74,golf,46.4,5,4,13,9,0.595,89.57,59.48,6.52,6.8,-2.48,-172,0.527148
8204,Bauer,red,electronic,quiet,26.874869,0,1,1,0,85.63,64.01,zulu,51.19,2,8,21,3,0.524,92.27,62.72,5.36,13.95,-0.75,-19,0.234873
8205,CCM,red,rock,joker,58.757973,0,1,1,0,45.48,66.08,yankee,57.56,1,3,33,4,0.663,68.66,34.39,7.93,11.43,-1.42,-80,0.819267
8206,Bauer,green,metal,joker,58.407,0,1,1,1,89.49,74.43,delta,46.45,3,8,16,7,0.485,74.91,41.89,9.76,9.57,-4.89,-175,0.092117
8207,Warrior,white,electronic,hype,88.835546,0,1,1,1,60.72,56.31,kilo,42.24,4,4,31,4,0.951,87.05,56.46,6.96,15.57,-3.3,-143,0.106952
8208,CCM,black,country,planner,59.044719,0,1,1,1,92.28,52.38,quebec,65.19,3,8,19,5,0.383,81.66,,6.92,16.57,-0.73,-21,0.13898
8209,Sherwood,green,metal,joker,51.91524,0,1,1,1,65.06,58.24,juliett,49.91,4,8,27,8,0.482,72.06,38.47,9.17,12.3,-1,-21,0.967132
8210,Warrior,white,electronic,quiet,42.858067,0,1,1,1,72.6,76.41,kilo,36.5,2,3,45,4,0.72,80.9,49.08,6.95,16.78,-4.37,-36,0.624977
8211,Bauer,red,electronic,mentor,52.438729,0,0,1,0,56.81,57.51,victor,47.71,5,2,53,3,0.633,79.78,,5.61,7.79,-2.99,-109,0.503586
8212,Bauer,black,rock,quiet,39.875345,0,1,1,1,79.16,66.17,quebec,66.89,3,2,41,3,0.949,80.02,48.02,5.18,15.28,-3.64,-150,0.732951
8213,Bauer,blue,hip hop,joker,52.365483,0,1,1,1,88.51,79.1,bravo,60.89,3,4,45,5,0.944,81.74,50.09,7.16,6.1,-4.87,-116,0.795181
8214,Bauer,blue,rock,joker,76.927492,0,0,0,0,61.97,67.59,delta,29.92,1,4,5,9,0.399,84.88,53.86,7.48,16.61,-5.7,-83,0.089539
8215,Sherwood,white,pop,quiet,52.901671,0,1,1,0,96.67,72.07,victor,26.9,4,1,25,5,0.406,81.3,49.56,9.41,8.34,-2.1,-30,0.925668
8216,Sherwood,black,electronic,quiet,57.102555,1,0,1,1,48.9,35.99,bravo,21.79,3,5,24,4,0.789,69.36,35.23,8.09,11.27,-3.34,-160,0.407818
8217,Bauer,blue,rock,joker,,0,1,1,1,53.4,63.37,india,69.13,2,6,34,5,0.392,78.68,46.42,8.17,7.88,-2.87,-96,0.813445
8218,Bauer,white,metal,hype,57.781416,0,1,1,0,66.24,60.13,charlie,20.51,5,3,7,8,0.544,75.17,42.2,8.77,11.36,-1.04,-167,0.673796
8219,Bauer,blue,metal,joker,36.817444,0,0,1,0,62.69,55.23,kilo,73.49,4,6,35,9,0.557,77.87,,7.27,15.21,-1.23,-101,0.201381
8220,CCM,white,rock,quiet,61.59567,0,1,1,1,86.97,57.57,tango,18.52,0,6,43,4,0.459,76.14,,9.31,4.48,-1.42,-158,0.282512
